St_Num,St_Dir,St_Name,St_Type,St_Addr,City,Zip,X,Y,Address,Price,Neighborhood
7826,SE,Salmon,St,7826 SE Salmon St,Portland,97215,-122.58265970,45.51444566,"7826 SE Salmon St, Portland, OR 97215",350000,MONTAVILLA
9220,SE,Salmon,St,9220 SE Salmon St,Portland,97216,-122.56867700,45.51449251,"9220 SE Salmon St, Portland, OR 97216",575000,MONTAVILLA
8127,SE,Taylor,St,8127 SE Taylor St,Portland,97215,-122.57961715,45.51552336,"8127 SE Taylor St, Portland, OR 97215",398000,MONTAVILLA
8027,SE,Taylor,St,8027 SE Taylor St,Portland,97215,-122.58078265,45.51553882,"8027 SE Taylor St, Portland, OR 97215",575000,MONTAVILLA
9340,SE,Morrison,St,9340 SE Morrison St,Portland,97216,-122.56677951,45.51680336,"9340 SE Morrison St, Portland, OR 97216",390000,MONTAVILLA
705,SE,78th,Ave,705 SE 78th Ave,Portland,97215,-122.58325976,45.51742165,"705 SE 78th Ave, Portland, OR 97215",589000,MONTAVILLA
9125,SE,Alder,St,9125 SE Alder St,Portland,97216,-122.56980244,45.51761356,"9125 SE Alder St, Portland, OR 97216",389900,MONTAVILLA
8636,SE,Washington,St,8636 SE Washington St,Portland,97216,-122.57417201,45.51833842,"8636 SE Washington St, Portland, OR 97216",359950,MONTAVILLA
144,SE,83rd,Ave,144 SE 83rd Ave,Portland,97216,-122.57801017,45.52138985,"144 SE 83rd Ave, Portland, OR 97216",449500,MONTAVILLA
112,SE,78th,Ave,112 SE 78th Ave,Portland,97215,-122.58348246,45.52180199,"112 SE 78th Ave, Portland, OR 97215",699900,MONTAVILLA
15,SE,86th,Ave,15 SE 86th Ave,Portland,97216,-122.57502604,45.52247242,"15 SE 86th Ave, Portland, OR 97216",529900,MONTAVILLA
8530,E,Burnside,St,8530 E Burnside St,Portland,97216,-122.57530206,45.52270150,"8530 E Burnside St, Portland, OR 97216",429900,MONTAVILLA
6,NE,74th,Ave,6 NE 74th Ave,Portland,97213,-122.58677152,45.52300794,"6 NE 74th Ave, Portland, OR 97213",625000,MONTAVILLA
4,NE,72nd,Ave,4 NE 72nd Ave,Portland,97213,-122.58890254,45.52322302,"4 NE 72nd Ave, Portland, OR 97213",330000,MONTAVILLA
23,NE,75th,Ave,23 NE 75th Ave,Portland,97213,-122.58586292,45.52324242,"23 NE 75th Ave, Portland, OR 97213",429000,MONTAVILLA
47,NE,80th,Ave,47 NE 80th Ave,Portland,97213,-122.58148749,45.52350901,"47 NE 80th Ave, Portland, OR 97213",450000,MONTAVILLA
8802,NE,Everett,St,8802 NE Everett St,Portland,97220,-122.57299896,45.52488247,"8802 NE Everett St, Portland, OR 97220",450000,MONTAVILLA
8825,NE,Everett,St,8825 NE Everett St,Portland,97220,-122.57254299,45.52493754,"8825 NE Everett St, Portland, OR 97220",575000,MONTAVILLA
320,NE,75th,Ave,320 NE 75th Ave,Portland,97213,-122.58579252,45.52502802,"320 NE 75th Ave, Portland, OR 97213",459900,MONTAVILLA
400,NE,79th,Ave,400 NE 79th Ave,Portland,97213,-122.58237907,45.52558298,"400 NE 79th Ave, Portland, OR 97213",379500,MONTAVILLA
365,NE,72nd,Ave,365 NE 72nd Ave,Portland,97213,-122.58894637,45.52561458,"365 NE 72nd Ave, Portland, OR 97213",699999,MONTAVILLA
435,NE,73rd,Ave,435 NE 73rd Ave,Portland,97213,-122.58789981,45.52599881,"435 NE 73rd Ave, Portland, OR 97213",574900,MONTAVILLA
510,NE,80th,Ave,510 NE 80th Ave,Portland,97213,-122.58142973,45.52670511,"510 NE 80th Ave, Portland, OR 97213",599000,MONTAVILLA
9021,NE,Hoyt,St,9021 NE Hoyt St,Portland,97220,-122.57068942,45.52703586,"9021 NE Hoyt St, Portland, OR 97220",519000,MONTAVILLA
9025,NE,Hoyt,St,9025 NE Hoyt St,Portland,97220,-122.57057391,45.52705166,"9025 NE Hoyt St, Portland, OR 97220",529000,MONTAVILLA
601,NE,74th,Ave,601 NE 74th Ave,Portland,97213,-122.58681167,45.52712890,"601 NE 74th Ave, Portland, OR 97213",449900,MONTAVILLA
703,NE,79th,Ave,703 NE 79th Ave,Portland,97213,-122.58243045,45.52784673,"703 NE 79th Ave, Portland, OR 97213",789000,MONTAVILLA
777,NE,93rd,Ave,777 NE 93rd Ave,Portland,97220,-122.56770755,45.52846900,"777 NE 93rd Ave, Portland, OR 97220",425000,MONTAVILLA
811,NE,92nd,Ave,811 NE 92nd Ave,Portland,97220,-122.56864750,45.52869099,"811 NE 92nd Ave, Portland, OR 97220",369900,MONTAVILLA
835,NE,90th,Ave,835 NE 90th Ave,Portland,97220,-122.57144647,45.52886240,"835 NE 90th Ave, Portland, OR 97220",279000,MONTAVILLA
829,NE,90th,Ave,829 NE 90th Ave,Portland,97220,-122.57144731,45.52887892,"829 NE 90th Ave, Portland, OR 97220",269000,MONTAVILLA
836,NE,78th,Ave,836 NE 78th Ave,Portland,97213,-122.58290989,45.52894983,"836 NE 78th Ave, Portland, OR 97213",425000,MONTAVILLA
825,NE,94th,Ave,825 NE 94th Ave,Portland,97220,-122.56687917,45.52913071,"825 NE 94th Ave, Portland, OR 97220",350000,MONTAVILLA
8601,NE,Pacific,St,8601 NE Pacific St,Portland,97220,-122.57459890,45.52948334,"8601 NE Pacific St, Portland, OR 97220",539900,MONTAVILLA
887,NE,90th,Ave,887 NE 90th Ave,Portland,97220,-122.57146432,45.52956028,"887 NE 90th Ave, Portland, OR 97220",279900,MONTAVILLA
1011,NE,69th,Ave,1011 NE 69th Ave,Portland,97213,-122.59239745,45.52998998,"1011 NE 69th Ave, Portland, OR 97213",799000,MONTAVILLA
1031,NE,76th,Ave,1031 NE 76th Ave,Portland,97213,-122.58471620,45.53020577,"1031 NE 76th Ave, Portland, OR 97213",719000,MONTAVILLA
8808,NE,Hassalo,St,8808 NE Hassalo St,Portland,97220,-122.57234752,45.53085658,"8808 NE Hassalo St, Portland, OR 97220",289000,MONTAVILLA
8424,NE,Hassalo,St,8424 NE Hassalo St,Portland,97220,-122.57575552,45.53089518,"8424 NE Hassalo St, Portland, OR 97220",375000,MONTAVILLA
1103,NE,80th,Ave,1103 NE 80th Ave,Portland,97213,-122.58099941,45.53102569,"1103 NE 80th Ave, Portland, OR 97213",399000,MONTAVILLA
1407,NE,69th,Ave,1407 NE 69th Ave,Portland,97213,-122.59186747,45.53300499,"1407 NE 69th Ave, Portland, OR 97213",445000,MONTAVILLA
1525,NE,77th,Ave,1525 NE 77th Ave,Portland,97213,-122.58419501,45.53401862,"1525 NE 77th Ave, Portland, OR 97213",350000,MONTAVILLA
6424,SE,70th,Ave,6424 SE 70th Ave,Portland,97206,-122.59128241,45.47636302,"6424 SE 70th Ave, Portland, OR 97206",299900,MT. SCOTT-ARLETA
6477,SE,65th,Ave,6477 SE 65th Ave,Portland,97206,-122.59709258,45.47657999,"6477 SE 65th Ave, Portland, OR 97206",624900,MT. SCOTT-ARLETA
6110,SE,Tolman,St,6110 SE Tolman St,Portland,97206,-122.60074374,45.47733985,"6110 SE Tolman St, Portland, OR 97206",599000,MT. SCOTT-ARLETA
7605,SE,Carlton,St,7605 SE Carlton St,Portland,97206,-122.58498299,45.47826748,"7605 SE Carlton St, Portland, OR 97206",624900,MT. SCOTT-ARLETA
6635,SE,Woodstock,Blvd,6635 SE Woodstock Blvd,Portland,97206,-122.59514270,45.47917021,"6635 SE Woodstock Blvd, Portland, OR 97206",425000,MT. SCOTT-ARLETA
6031,SE,Woodstock,Blvd,6031 SE Woodstock Blvd,Portland,97206,-122.60138696,45.47918752,"6031 SE Woodstock Blvd, Portland, OR 97206",499900,MT. SCOTT-ARLETA
7306,SE,Knight,St,7306 SE Knight St,Portland,97206,-122.58780099,45.48027251,"7306 SE Knight St, Portland, OR 97206",449999,MT. SCOTT-ARLETA
6522,SE,Ramona,St,6522 SE Ramona St,Portland,97206,-122.59638263,45.48090493,"6522 SE Ramona St, Portland, OR 97206",499900,MT. SCOTT-ARLETA
5720,SE,71st,Ave,5720 SE 71st Ave,Portland,97206,-122.59027683,45.48143160,"5720 SE 71st Ave, Portland, OR 97206",459000,MT. SCOTT-ARLETA
5618,SE,65th,Ave,5618 SE 65th Ave,Portland,97206,-122.59695989,45.48213769,"5618 SE 65th Ave, Portland, OR 97206",599900,MT. SCOTT-ARLETA
5339,SE,70th,Ave,5339 SE 70th Ave,Portland,97206,-122.59120362,45.48375666,"5339 SE 70th Ave, Portland, OR 97206",435000,MT. SCOTT-ARLETA
7619,SE,Insley,St,7619 SE Insley St,Portland,97206,-122.58456088,45.48378377,"7619 SE Insley St, Portland, OR 97206",375000,MT. SCOTT-ARLETA
5309,SE,72nd,Pl,5309 SE 72nd Pl,Portland,97206,-122.58918249,45.48416498,"5309 SE 72nd Pl, Portland, OR 97206",495000,MT. SCOTT-ARLETA
6706,SE,Steele,St,6706 SE Steele St,Portland,97206,-122.59424265,45.48418388,"6706 SE Steele St, Portland, OR 97206",375000,MT. SCOTT-ARLETA
5003,SE,63rd,Ave,5003 SE 63rd Ave,Portland,97206,-122.59860819,45.48656183,"5003 SE 63rd Ave, Portland, OR 97206",429989,MT. SCOTT-ARLETA
2374,SE,51st,Ave,2374 SE 51st Ave,Portland,97215,-122.60999300,45.50554026,"2374 SE 51st Ave, Portland, OR 97215",875000,MT. TABOR
6044,SE,Stephens,St,6044 SE Stephens St,Portland,97215,-122.60083242,45.50940491,"6044 SE Stephens St, Portland, OR 97215",600000,MT. TABOR
1724,SE,54th,Ave,1724 SE 54th Ave,Portland,97215,-122.60773449,45.51026489,"1724 SE 54th Ave, Portland, OR 97215",850000,MT. TABOR
1630,SE,71st,Ave,1630 SE 71st Ave,Portland,97215,-122.58966839,45.51091696,"1630 SE 71st Ave, Portland, OR 97215",1060000,MT. TABOR
1539,SE,57th,Ave,1539 SE 57th Ave,Portland,97215,-122.60445466,45.51124851,"1539 SE 57th Ave, Portland, OR 97215",1125000,MT. TABOR
1510,SE,57th,Ave,1510 SE 57th Ave,Portland,97215,-122.60440160,45.51162691,"1510 SE 57th Ave, Portland, OR 97215",725000,MT. TABOR
1221,SE,53rd,Ave,1221 SE 53rd Ave,Portland,97215,-122.60845022,45.51389626,"1221 SE 53rd Ave, Portland, OR 97215",675000,MT. TABOR
1211,SE,53rd,Ave,1211 SE 53rd Ave,Portland,97215,-122.60845634,45.51402166,"1211 SE 53rd Ave, Portland, OR 97215",595000,MT. TABOR
7050,SE,Yamhill,St,7050 SE Yamhill St,Portland,97215,-122.58994701,45.51612246,"7050 SE Yamhill St, Portland, OR 97215",679950,MT. TABOR
7234,SE,Yamhill,St,7234 SE Yamhill St,Portland,97215,-122.58798623,45.51630007,"7234 SE Yamhill St, Portland, OR 97215",469000,MT. TABOR
6425,SE,Yamhill,St,6425 SE Yamhill St,Portland,97215,-122.59767386,45.51647554,"6425 SE Yamhill St, Portland, OR 97215",1399000,MT. TABOR
925,SE,68th,Ave,925 SE 68th Ave,Portland,97215,-122.59323749,45.51651498,"925 SE 68th Ave, Portland, OR 97215",1150000,MT. TABOR
915,SE,71st,Ave,915 SE 71st Ave,Portland,97215,-122.58974500,45.51661548,"915 SE 71st Ave, Portland, OR 97215",729000,MT. TABOR
815,SE,71st,Ave,815 SE 71st Ave,Portland,97215,-122.58973980,45.51717564,"815 SE 71st Ave, Portland, OR 97215",724950,MT. TABOR
5530,SE,Morrison,St,5530 SE Morrison St,Portland,97215,-122.60619851,45.51741503,"5530 SE Morrison St, Portland, OR 97215",779900,MT. TABOR
5428,SE,Washington,St,5428 SE Washington St,Portland,97215,-122.60728698,45.51853251,"5428 SE Washington St, Portland, OR 97215",774900,MT. TABOR
7169,SE,Stark,St,7169 SE Stark St,Portland,97215,-122.58881302,45.51922749,"7169 SE Stark St, Portland, OR 97215",699900,MT. TABOR
440,SE,62nd,Ave,440 SE 62nd Ave,Portland,97215,-122.59956742,45.51944995,"440 SE 62nd Ave, Portland, OR 97215",899000,MT. TABOR
414,SE,74th,Ave,414 SE 74th Ave,Portland,97215,-122.58683548,45.51956754,"414 SE 74th Ave, Portland, OR 97215",748000,MT. TABOR
461,SE,72nd,Ave,461 SE 72nd Ave,Portland,97215,-122.58856852,45.51979729,"461 SE 72nd Ave, Portland, OR 97215",899000,MT. TABOR
319,SE,63rd,Ave,319 SE 63rd Ave,Portland,97215,-122.59853745,45.52028998,"319 SE 63rd Ave, Portland, OR 97215",799999,MT. TABOR
6535,SE,Pine,St,6535 SE Pine St,Portland,97215,-122.59561104,45.52033030,"6535 SE Pine St, Portland, OR 97215",2225000,MT. TABOR
137,SE,52nd,Ave,137 SE 52nd Ave,Portland,97215,-122.61081560,45.52101263,"137 SE 52nd Ave, Portland, OR 97215",395000,MT. TABOR
208,SE,75th,Ave,208 SE 75th Ave,Portland,97215,-122.58582378,45.52105177,"208 SE 75th Ave, Portland, OR 97215",495000,MT. TABOR
134,SE,72nd,Ave,134 SE 72nd Ave,Portland,97215,-122.58890254,45.52144002,"134 SE 72nd Ave, Portland, OR 97215",850000,MT. TABOR
129,SE,61st,Ave,129 SE 61st Ave,Portland,97215,-122.60108471,45.52148239,"129 SE 61st Ave, Portland, OR 97215",685000,MT. TABOR
36,SE,72nd,Ave,36 SE 72nd Ave,Portland,97215,-122.58890245,45.52253700,"36 SE 72nd Ave, Portland, OR 97215",699000,MT. TABOR
7404,E,Burnside,St,7404 E Burnside St,Portland,97215,-122.58652769,45.52280971,"7404 E Burnside St, Portland, OR 97215",519900,MT. TABOR
8,SE,71st,Ave,8 SE 71st Ave,Portland,97215,-122.58982488,45.52295195,"8 SE 71st Ave, Portland, OR 97215",615000,MT. TABOR
6726,E,Burnside,St,6726 E Burnside St,Portland,97215,-122.59452101,45.52308752,"6726 E Burnside St, Portland, OR 97215",499000,MT. TABOR
3923,SW,Alice,St,3923 SW Alice St,Portland,97219,-122.71716627,45.45863107,"3923 SW Alice St, Portland, OR 97219",685000,MULTNOMAH
3302,SW,Marigold,St,3302 SW Marigold St,Portland,97219,-122.71075714,45.46034538,"3302 SW Marigold St, Portland, OR 97219",569000,MULTNOMAH
4240,SW,Freeman,St,4240 SW Freeman St,Portland,97219,-122.72143723,45.46284089,"4240 SW Freeman St, Portland, OR 97219",934900,MULTNOMAH
8604,SW,41st,Ave,8604 SW 41st Ave,Portland,97219,-122.71923568,45.46285613,"8604 SW 41st Ave, Portland, OR 97219",628000,MULTNOMAH
4856,SW,Garden Home,Rd,4856 SW Garden Home Rd,Portland,97219,-122.72611178,45.46378615,"4856 SW Garden Home Rd, Portland, OR 97219",575000,MULTNOMAH
8410,SW,45th,Ave,8410 SW 45th Ave,Portland,97219,-122.72313067,45.46391996,"8410 SW 45th Ave, Portland, OR 97219",499900,MULTNOMAH
3022,SW,Carson,St,3022 SW Carson St,Portland,97219,-122.70836888,45.46436471,"3022 SW Carson St, Portland, OR 97219",307500,MULTNOMAH
8121,SW,47th,Ave,8121 SW 47th Ave,Portland,97219,-122.72513151,45.46591595,"8121 SW 47th Ave, Portland, OR 97219",1039000,MULTNOMAH
3503,SW,Canby,St,3503 SW Canby St,Portland,97219,-122.71305931,45.46894902,"3503 SW Canby St, Portland, OR 97219",549900,MULTNOMAH
3851,SW,Canby,St,3851 SW Canby St,Portland,97219,-122.71569894,45.46896960,"3851 SW Canby St, Portland, OR 97219",399000,MULTNOMAH
7640,SW,30th,Dr,7640 SW 30th Dr,Portland,97219,-122.70693197,45.46914813,"7640 SW 30th Dr, Portland, OR 97219",465000,MULTNOMAH
7412,SW,Capitol,Hwy,7412 SW Capitol Hwy,Portland,97219,-122.70768249,45.47049900,"7412 SW Capitol Hwy, Portland, OR 97219",559900,MULTNOMAH
2933,SW,Miles,St,2933 SW Miles St,Portland,97219,-122.70767268,45.47104647,"2933 SW Miles St, Portland, OR 97219",350000,MULTNOMAH
7305,SW,26th,Ave,7305 SW 26th Ave,Portland,97219,-122.70378648,45.47140194,"7305 SW 26th Ave, Portland, OR 97219",1250000,MULTNOMAH
3504,SW,Caldew,St,3504 SW Caldew St,Portland,97219,-122.71316325,45.47156464,"3504 SW Caldew St, Portland, OR 97219",549500,MULTNOMAH
7036,SW,35th,Ave,7036 SW 35th Ave,Portland,97219,-122.71284557,45.47358832,"7036 SW 35th Ave, Portland, OR 97219",749900,MULTNOMAH
6802,SW,33rd,Pl,6802 SW 33rd Pl,Portland,97219,-122.71087851,45.47537874,"6802 SW 33rd Pl, Portland, OR 97219",710000,MULTNOMAH
18,SE,44th,Ave,18 SE 44th Ave,Portland,97215,-122.61728249,45.52273301,"18 SE 44th Ave, Portland, OR 97215",750000,NORTH TABOR
5241,E,Burnside,St,5241 E Burnside St,Portland,97215,-122.60940409,45.52291343,"5241 E Burnside St, Portland, OR 97215",639900,NORTH TABOR
6305,NE,Davis,St,6305 NE Davis St,Portland,97213,-122.59833897,45.52417755,"6305 NE Davis St, Portland, OR 97213",545000,NORTH TABOR
5149,NE,Davis,St,5149 NE Davis St,Portland,97213,-122.61044897,45.52438747,"5149 NE Davis St, Portland, OR 97213",639000,NORTH TABOR
224,NE,57th,Ave,224 NE 57th Ave,Portland,97213,-122.60536979,45.52469555,"224 NE 57th Ave, Portland, OR 97213",599900,NORTH TABOR
311,NE,56th,Ave,311 NE 56th Ave,Portland,97213,-122.60637746,45.52516900,"311 NE 56th Ave, Portland, OR 97213",450000,NORTH TABOR
5024,NE,Flanders,St,5024 NE Flanders St,Portland,97213,-122.61143049,45.52575733,"5024 NE Flanders St, Portland, OR 97213",415000,NORTH TABOR
5005,NE,Flanders,St,5005 NE Flanders St,Portland,97213,-122.61181455,45.52581382,"5005 NE Flanders St, Portland, OR 97213",465000,NORTH TABOR
4719,NE,Flanders,St,4719 NE Flanders St,Portland,97213,-122.61444697,45.52581751,"4719 NE Flanders St, Portland, OR 97213",775000,NORTH TABOR
6425,NE,Oregon,St,6425 NE Oregon St,Portland,97213,-122.59707548,45.52829658,"6425 NE Oregon St, Portland, OR 97213",549900,NORTH TABOR
6383,NE,Pacific,St,6383 NE Pacific St,Portland,97213,-122.59742383,45.52918201,"6383 NE Pacific St, Portland, OR 97213",624900,NORTH TABOR
6375,NE,Pacific,St,6375 NE Pacific St,Portland,97213,-122.59748284,45.52918226,"6375 NE Pacific St, Portland, OR 97213",624900,NORTH TABOR
6406,NE,Hassalo,St,6406 NE Hassalo St,Portland,97213,-122.59727656,45.52984099,"6406 NE Hassalo St, Portland, OR 97213",359900,NORTH TABOR
6224,NE,Willow,St,6224 NE Willow St,Portland,97213,-122.59958049,45.52989036,"6224 NE Willow St, Portland, OR 97213",394800,NORTH TABOR
1218,NW,Frazier,Ct,1218 NW Frazier Ct,Portland,97229,-122.76209286,45.53209472,"1218 NW Frazier Ct, Portland, OR 97229",1250000,NORTHWEST HEIGHTS
1335,NW,Mayfield,Rd,1335 NW Mayfield Rd,Portland,97229,-122.77933971,45.53295370,"1335 NW Mayfield Rd, Portland, OR 97229",975000,NORTHWEST HEIGHTS
1323,NW,Abernethy,Rd,1323 NW Abernethy Rd,Portland,97229,-122.76227474,45.53308697,"1323 NW Abernethy Rd, Portland, OR 97229",1662500,NORTHWEST HEIGHTS
1534,NW,Mayfield,Rd,1534 NW Mayfield Rd,Portland,97229,-122.77864200,45.53454919,"1534 NW Mayfield Rd, Portland, OR 97229",895000,NORTHWEST HEIGHTS
1748,NW,Miller Hill,Pl,1748 NW Miller Hill Pl,Portland,97229,-122.77506980,45.53583544,"1748 NW Miller Hill Pl, Portland, OR 97229",415000,NORTHWEST HEIGHTS
8415,NW,Hazeltine,St,8415 NW Hazeltine St,Portland,97229,-122.76311855,45.53649962,"8415 NW Hazeltine St, Portland, OR 97229",1335000,NORTHWEST HEIGHTS
8938,NW,Benson,St,8938 NW Benson St,Portland,97229,-122.76920004,45.53775250,"8938 NW Benson St, Portland, OR 97229",825000,NORTHWEST HEIGHTS
2212,NW,Crestview,Way,2212 NW Crestview Way,Portland,97229,-122.76779247,45.53913376,"2212 NW Crestview Way, Portland, OR 97229",1495000,NORTHWEST HEIGHTS
2328,NW,Pinnacle,Dr,2328 NW Pinnacle Dr,Portland,97229,-122.77093459,45.53956446,"2328 NW Pinnacle Dr, Portland, OR 97229",1299000,NORTHWEST HEIGHTS
2411,NW,Mill Pond,Rd,2411 NW Mill Pond Rd,Portland,97229,-122.78432870,45.54027097,"2411 NW Mill Pond Rd, Portland, OR 97229",938000,NORTHWEST HEIGHTS
2402,NW,Miller,Rd,2402 NW Miller Rd,Portland,97229,-122.78080068,45.54039590,"2402 NW Miller Rd, Portland, OR 97229",595000,NORTHWEST HEIGHTS
2527,NW,Marsden,Pl,2527 NW Marsden Pl,Portland,97229,-122.77784430,45.54121834,"2527 NW Marsden Pl, Portland, OR 97229",749900,NORTHWEST HEIGHTS
10426,NW,Brittney,Ct,10426 NW Brittney Ct,Portland,97229,-122.78376561,45.54195003,"10426 NW Brittney Ct, Portland, OR 97229",825000,NORTHWEST HEIGHTS
2438,NW,Jean,Ln,2438 NW Jean Ln,Portland,97229,-122.78030053,45.54230413,"2438 NW Jean Ln, Portland, OR 97229",575000,NORTHWEST HEIGHTS
2659,NW,Kennedy,Ct,2659 NW Kennedy Ct,Portland,97229,-122.77893570,45.54292674,"2659 NW Kennedy Ct, Portland, OR 97229",479900,NORTHWEST HEIGHTS
2678,NW,Kennedy,Ct,2678 NW Kennedy Ct,Portland,97229,-122.77865164,45.54310946,"2678 NW Kennedy Ct, Portland, OR 97229",400000,NORTHWEST HEIGHTS
2825,NW,Birkendene,St,2825 NW Birkendene St,Portland,97229,-122.76530933,45.54335786,"2825 NW Birkendene St, Portland, OR 97229",959900,NORTHWEST HEIGHTS
9242,NW,Murdock,St,9242 NW Murdock St,Portland,97229,-122.77278548,45.54466028,"9242 NW Murdock St, Portland, OR 97229",1299900,NORTHWEST HEIGHTS
8450,NW,Thompson,Rd,8450 NW Thompson Rd,Portland,97229,-122.76351351,45.54513478,"8450 NW Thompson Rd, Portland, OR 97229",550000,NORTHWEST HEIGHTS
4135,NW,Devoto,Ln,4135 NW Devoto Ln,Portland,97229,-122.77979896,45.54888216,"4135 NW Devoto Ln, Portland, OR 97229",1525000,NORTHWEST HEIGHTS
9233,NW,McKenna,Dr,9233 NW McKenna Dr,Portland,97229,-122.77102268,45.54909590,"9233 NW McKenna Dr, Portland, OR 97229",1050000,NORTHWEST HEIGHTS
4027,NW,Devoto,Ln,4027 NW Devoto Ln,Portland,97229,-122.77777012,45.54962161,"4027 NW Devoto Ln, Portland, OR 97229",1695000,NORTHWEST HEIGHTS
10136,NW,Skyline Heights,Dr,10136 NW Skyline Heights Dr,Portland,97229,-122.78128892,45.55081184,"10136 NW Skyline Heights Dr, Portland, OR 97229",929000,NORTHWEST HEIGHTS
9742,NW,Skyline Heights,Dr,9742 NW Skyline Heights Dr,Portland,97229,-122.77661601,45.55190250,"9742 NW Skyline Heights Dr, Portland, OR 97229",1675000,NORTHWEST HEIGHTS
3962,N,Montana,Ave,3962 N Montana Ave,Portland,97227,-122.67978005,45.55180133,"3962 N Montana Ave, Portland, OR 97227",524950,OVERLOOK
4037,N,Overlook,Blvd,4037 N Overlook Blvd,Portland,97227,-122.68742661,45.55279299,"4037 N Overlook Blvd, Portland, OR 97227",735000,OVERLOOK
4142,N,Overlook,Blvd,4142 N Overlook Blvd,Portland,97217,-122.68806246,45.55399001,"4142 N Overlook Blvd, Portland, OR 97217",699900,OVERLOOK
2410,N,Blandena,St,2410 N Blandena St,Portland,97217,-122.69193297,45.55690247,"2410 N Blandena St, Portland, OR 97217",850000,OVERLOOK
4703,N,Colonial,Ave,4703 N Colonial Ave,Portland,97217,-122.68365442,45.55690259,"4703 N Colonial Ave, Portland, OR 97217",410000,OVERLOOK
4718,N,Colonial,Ave,4718 N Colonial Ave,Portland,97217,-122.68361729,45.55691437,"4718 N Colonial Ave, Portland, OR 97217",599950,OVERLOOK
1550,N,Webster,St,1550 N Webster St,Portland,97217,-122.68347656,45.55979796,"1550 N Webster St, Portland, OR 97217",649000,OVERLOOK
5122,N,Montana,Ave,5122 N Montana Ave,Portland,97217,-122.68002112,45.56010901,"5122 N Montana Ave, Portland, OR 97217",399900,OVERLOOK
1550,N,Sumner,St,1550 N Sumner St,Portland,97217,-122.68343280,45.56050991,"1550 N Sumner St, Portland, OR 97217",799900,OVERLOOK
2639,N,Sumner,St,2639 N Sumner St,Portland,97217,-122.69417145,45.56056729,"2639 N Sumner St, Portland, OR 97217",539000,OVERLOOK
2631,N,Sumner,St,2631 N Sumner St,Portland,97217,-122.69416080,45.56057529,"2631 N Sumner St, Portland, OR 97217",539000,OVERLOOK
2621,N,Sumner,St,2621 N Sumner St,Portland,97217,-122.69402904,45.56057747,"2621 N Sumner St, Portland, OR 97217",750000,OVERLOOK
5233,N,Emerson,Dr,5233 N Emerson Dr,Portland,97217,-122.69707712,45.56094485,"5233 N Emerson Dr, Portland, OR 97217",350000,OVERLOOK
5236,N,Greeley,Ave,5236 N Greeley Ave,Portland,97217,-122.69500394,45.56104883,"5236 N Greeley Ave, Portland, OR 97217",840000,OVERLOOK
2506,N,Willamette,Blvd,2506 N Willamette Blvd,Portland,97217,-122.69278667,45.56197469,"2506 N Willamette Blvd, Portland, OR 97217",719900,OVERLOOK
2836,N,Killingsworth,St,2836 N Killingsworth St,Portland,97217,-122.69646197,45.56271255,"2836 N Killingsworth St, Portland, OR 97217",650000,OVERLOOK
5623,N,Gay,Ave,5623 N Gay Ave,Portland,97217,-122.68927608,45.56400089,"5623 N Gay Ave, Portland, OR 97217",799900,OVERLOOK
5656,N,Wilbur,Ave,5656 N Wilbur Ave,Portland,97217,-122.69353409,45.56441936,"5656 N Wilbur Ave, Portland, OR 97217",475900,OVERLOOK
1601,N,Jarrett,St,1601 N Jarrett St,Portland,97217,-122.68349734,45.56481712,"1601 N Jarrett St, Portland, OR 97217",525000,OVERLOOK
5835,N,Minnesota,Ave,5835 N Minnesota Ave,Portland,97217,-122.67917924,45.56538248,"5835 N Minnesota Ave, Portland, OR 97217",529000,OVERLOOK
5830,N,Atlantic,Ave,5830 N Atlantic Ave,Portland,97217,-122.69656255,45.56555800,"5830 N Atlantic Ave, Portland, OR 97217",650000,OVERLOOK
3908,NE,102nd,Ave,3908 NE 102nd Ave,Portland,97220,-122.55775253,45.55119498,"3908 NE 102nd Ave, Portland, OR 97220",545000,PARKROSE
4026,NE,109th,Ave,4026 NE 109th Ave,Portland,97220,-122.55070252,45.55220701,"4026 NE 109th Ave, Portland, OR 97220",450000,PARKROSE
11621,NE,Prescott,St,11621 NE Prescott St,Portland,97220,-122.54274901,45.55539746,"11621 NE Prescott St, Portland, OR 97220",519000,PARKROSE
4600,NE,118th,Ave,4600 NE 118th Ave,Portland,97220,-122.54134781,45.55635702,"4600 NE 118th Ave, Portland, OR 97220",275000,PARKROSE
4646,NE,97th,Ave,4646 NE 97th Ave,Portland,97220,-122.56289249,45.55693298,"4646 NE 97th Ave, Portland, OR 97220",390999,PARKROSE
4651,NE,97th,Ave,4651 NE 97th Ave,Portland,97220,-122.56294747,45.55695301,"4651 NE 97th Ave, Portland, OR 97220",399900,PARKROSE
9508,NE,Wygant,St,9508 NE Wygant St,Portland,97220,-122.56464103,45.55713251,"9508 NE Wygant St, Portland, OR 97220",515000,PARKROSE
4705,NE,110th,Ave,4705 NE 110th Ave,Portland,97220,-122.54972753,45.55735098,"4705 NE 110th Ave, Portland, OR 97220",380000,PARKROSE
4715,NE,110th,Ave,4715 NE 110th Ave,Portland,97220,-122.54972745,45.55748401,"4715 NE 110th Ave, Portland, OR 97220",384000,PARKROSE
